person.key,person.name.last,person.name.first,entry.name
cavanaugh-cor+tem,Cavanaugh,"Joseph ""Joe""",Temple
clayton-aus+tem,Clayton,William F.,Temple
coyle-tem,Coyle,"Frank B.""Mickey""",Temple
deskin-aus+dal+tem,Deskin,"Samuel T. ""Sam""",Temple
dickson-tem,Dickson,"Walter R. ""Walt""*",Temple
gilreath-tem,Gilreath,"William E. ""Will""",Temple
harris-tem+tw,Harris,John,Temple
hise-tem,Hise,Bert,Temple
jarvis-tem,Jarvis,"William ""Jack""",Temple
kahlkoff-tem,Kahlkoff,George M. L.,Temple
kitchens-tem,Kitchens,William,Temple
leslie-tem,Leslie,,Temple
lewis-tem,Lewis,Cal R.,Temple
mcginnis-tem+fw,McGinnis,,Temple
mcivor-cor+tem,McIvor,Otto*,Temple
mitchell-tem,Mitchell,Alb. Roy*,Temple
mulkey-tem+dal+ump,Mulkey,"Silas E. ""Si""",Temple
nicholls-tem+fw,Nicholls,J. Wesley,Temple
pierce-tem+fw,Pierce,,Temple
pilgrim-cor+tem,Pilgrim,Paul,Temple
poindexter-fw+tem,Poindexter,"Cecil Dee ""Dee""",Temple
powell-tem,Powell,William F.,Temple
salm-cor+tem,Salm,Walter P.,Temple
shelton-tem,Shelton,"Ben ""Prince Ben""",Temple
shelton-tem,Shelton,Ben,Temple
spencer-tem,Spencer,,Temple
teas-cor+tem,Teas,Robert,Temple
thomas-tem,Thomas,R. E.,Temple
vitter-tem+fw,Vitter,"Harry W. ""Red""",Temple
waters-cor+tem,Waters,Emmitt,Temple
woods-tem,Woods,,Temple
bigbie-wac,Bigbie,Frank Hutchinson,Waco
butler-cor+fw+wac,Butler,"William S. ""Will""",Waco
curtis-wac,Curtis,"W. Donald ""Don""",Waco
curtis-wac,Curtis,Don,Waco
darlington-aus+wac,Darlington,,Waco
fenner-aus+dal+wac,Fenner,John,Waco
haley-wac,Haley,,Waco
hardy-wac,Hardy,Ellis G.,Waco
hartsfield-wac,Hartsfield,John,Waco
heinz-wac,Heinz,Frank,Waco
lennox-wac,Lennox,Ed James,Waco
lower-wac,Lower,John D.,Waco
mcdermott-wac+dal,McDermott,Fred,Waco
mckay-wac,McKay,Reeve S.*NO,Waco
metz-wac,Metz,Louis W.,Waco
oconnor-aus+wac,O'Connor,"Mike ""Big Mike""",Waco
oconnor-aus+wac,O'Connor,Mike,Waco
peer-wac,Peer,"Michael ""Mike""",Waco
pruiett-wac,Pruiett,"Charles L. ""Tex""*",Waco
ragsdale-aus+wac,Ragsdale,Scott,Waco
rodebaugh-wac,Rodebaugh,"Edward ""Ed""",Waco
sapp-wac,Sapp,Edward R.,Waco
spencer-wac,Spencer,"Edw. R. ""Tubby""*",Waco
stovall-aus+wac,Stovall,Samuel Watson,Waco
white-wac,White,Robert Marion,Waco
whiteman-wac,Whiteman,George*,Waco
williams-wac,Williams,"James H.""Jimmy""",Waco
